сапогоу,Nb,1128,сапогъ
рѣшѧ,V-,106,рещи
емоу,Pp,64,и
кое,Pi,267,кꙑи
ѣвл҄ѣеши,V-,396,авлꙗти
ѣко,G-,115,ꙗко
си,Pd,47,сь
твориши,V-,637,творити
Ѡтъвѣшта,V-,271,отъвѣщати
ꙇ҃с,Ne,343,исоусъ
ꙇ,C-,13,и
рече,V-,106,рещи
ꙇмъ,Pp,64,и
разорите,V-,1444,разорити
цръковь,Nb,38,црькꙑ
сиѭ,Pd,47,сь
ꙇ,C-,13,и
трьми,Ma,145,триѥ
дьнꙑ,Nb,523,дьнь
вьздвігнѫ,V-,641,въздвигнѫти
ѭ,Pp,64,и
рѣшѧ,V-,106,рещи
же,Df,20,же
ꙇюдѣи,Nb,2043,июдеи
четꙑрьми,Ma,137,четꙑрe
десѧтꙑ,Ma,1072,десѧть
ꙇ,C-,13,и
шестиѭ,Ma,146,шесть
лѣтъ,Nb,50,лѣто
съзъдана,V-,911,съзьдати
бꙑс,V-,18,бꙑти
ц҃ркꙑ,Nb,38,црькꙑ
си,Pd,47,сь
ꙇ,C-,13,и
тꙑ,Pp,304,тꙑ
ли,Du,752,ли
трьми,Ma,145,триѥ
дьнꙑ,Nb,523,дьнь
вьздвігнеши,V-,641,въздвигнѫти
ѭ,Pp,64,и
онъ,Pd,83,онъ
же,Df,20,же
г҃лааше,V-,102,глаголати
о,R-,1,о
цръкъви,Nb,38,црькꙑ
тѣла,Nb,449,тѣло
своего,Pt,217,свои
егда,Dq,300,ѥгда
оубо,Df,6,оубо
въста,V-,975,въстати
отъ,R-,80,отъ
мрътвꙑхъ,A-,996,мрьтвъ
помѧнѫшѧ,V-,1957,помѧнѫти
оученици,Nb,359,оученикъ
его,Pp,64,и
ѣкоже,Dq,88,ꙗкоже
г҃лааше,V-,102,глаголати
ꙇ,C-,13,и
вѣрѫ,Nb,506,вѣра
ѩшѧ,V-,1080,ѩти
кън҄игамъ,Nb,10,кънигꙑ
ꙇ,C-,13,и
словеси,Nb,520,слово
еже,Pr,96,иже
рече,V-,106,рещи
и҃с,Ne,343,исоусъ
егда,Dq,300,ѥгда
бѣ,V-,18,бꙑти
въ,R-,111,въ
і҃ꙇлмѣхъ,Nb,0,FIXME
въ,R-,111,въ
пасха,Nb,1897,пасха
въ,R-,111,въ
праздьникъ,Nb,1901,праздьникъ
мънози,A-,49,мъногъ
вѣровашѧ,V-,968,вѣровати
въ,R-,111,въ
імѧ,Nb,442,имѧ
его,Pp,64,и
видѧште,V-,479,видѣти
знаменьѣ,Nb,1288,знамениѥ
его,Pp,64,и
ѣже,Pr,96,иже
творѣаше,V-,637,творити
самъ,Pd,567,самъ
же,Df,20,же
и҃с,Ne,343,исоусъ
не,Df,8,не
въдааше,V-,3084,въдаꙗти
себе,Pk,21,себе
въ,R-,111,въ
вѣрѫ,Nb,506,вѣра
ꙇхъ,Pp,64,и
ꙇмьже,Pr,96,иже
самъ,Pd,567,самъ
вѣдѣаше,V-,138,вѣдѣти
вьсе,Px,54,вьсь
ꙇ,C-,13,и
ѣко,G-,115,ꙗко
не,Df,8,не
трѣбоваше,V-,780,трѣбовати
да,G-,366,да
къто,Px,250,къто
съвѣдѣтел҄ьствоуетъ,V-,1810,съвѣдѣтельствовати
о,R-,1,о
ч҃цѣ,Nb,211,чловѣкъ
самъ,Pd,567,самъ
бо,Df,94,бо
вѣдѣаше,V-,138,вѣдѣти
чьто,Pi,134,чьто
бѣ,V-,18,бꙑти
въ,R-,111,въ
ч҃цѣ,Nb,211,чловѣкъ
Бѣ,V-,18,бꙑти
ч҃къ,Nb,211,чловѣкъ
отъ,R-,80,отъ
фарисѣі,Nb,929,фарисеи
никодимъ,Ne,3086,никодимъ
ꙇмѧ,Nb,442,имѧ
емоу,Pp,64,и
кънѧзь,Nb,277,кънѧѕь
ꙇюдеꙇскъ,A-,1587,июдеискъ
сь,Pd,47,сь
приде,V-,221,прити
къ,R-,59,къ
н҄емоу,Pp,64,и
ноштиѭ,Nb,1293,нощь
ꙇ,C-,13,и
рече,V-,106,рещи
емоу,Pp,64,и
равⸯви,Nb,1772,равви
вѣмь,V-,138,вѣдѣти
ѣко,G-,115,ꙗко
отъ,R-,80,отъ
б҃а,Nb,34,богъ
пришьлъ,V-,221,прити
еси,V-,18,бꙑти
оучител҄ь,Nb,988,оучитель
никътоже,Px,940,никътоже
бо,Df,94,бо
не,Df,8,не
можетъ,V-,31,мощи
знамени,Nb,1288,знамениѥ
сихъ,Pd,47,сь
творити,V-,637,творити
ѣже,Pr,96,иже
тꙑ,Pp,304,тꙑ
сътвориши,V-,73,сътворити
аште,G-,248,аще
не,Df,8,не
бѫдетъ,V-,18,бꙑти
б҃ъ,Nb,34,богъ
съ,R-,92,съ
н҄имь,Pp,64,и
отъвѣшта,V-,271,отъвѣщати
и҃с,Ne,343,исоусъ
ꙇ,C-,13,и
рече,V-,106,рещи
емоу,Pp,64,и
амин,I-,298,аминъ
амин,I-,298,аминъ
г҃лѭ,V-,102,глаголати
тебѣ,Pp,304,тꙑ
аште,G-,248,аще
къто,Px,250,къто
не,Df,8,не
родитъ,V-,1198,родити#1
сѧ,Pk,21,себе
съвꙑше,Df,3087,съвꙑше
не,Df,8,не
можетъ,V-,31,мощи
видѣти,V-,479,видѣти
ц҃рсиѣ,Nb,782,цѣсарьствиѥ
б҃жиѣ,A-,239,божии
г҃ла,V-,102,глаголати
къ,R-,59,къ
н҄емоу,Pp,64,и
никодимъ,Ne,3086,никодимъ
како,Du,30,како
можетъ,V-,31,мощи
ч҃къ,Nb,211,чловѣкъ
родити,V-,1198,родити#1
сѧ,Pk,21,себе
старъ,A-,2270,старъ
сꙑ,V-,18,бꙑти
еда,Du,869,еда
можетъ,V-,31,мощи
въторицеѭ,Df,1933,въторицеѭ
въ,R-,111,въ
ѫтробѫ,Nb,2445,ѫтроба
вьлѣсти,V-,456,вълѣсти
матере,Nb,1170,мати
своеѩ,Pt,217,свои
ꙇ,C-,13,и
родити,V-,1198,родити#1
сѧ,Pk,21,себе
отъвѣшта,V-,271,отъвѣщати
и҃с,Ne,343,исоусъ
амин,I-,298,аминъ
амин,I-,298,аминъ
г҃лѭ,V-,102,глаголати
тебѣ,Pp,304,тꙑ
аште,G-,248,аще
къто,Px,250,къто
не,Df,8,не
родитъ,V-,1198,родити#1
сѧ,Pk,21,себе
водоѭ,Nb,355,вода
ꙇ,C-,13,и
д҃хомь,Nb,443,доухъ
не,Df,8,не
можетъ,V-,31,мощи
вьнити,V-,380,вънити
вь,R-,111,въ
ц҃рсие,Nb,782,цѣсарьствиѥ
б҃жие,A-,239,божии
рожденъ,V-,1198,родити#1
отъ,R-,80,отъ
плъти,Nb,1509,плъть
плъть,Nb,1509,плъть
естъ,V-,18,бꙑти
ꙇ,C-,13,и
рождено,V-,1198,родити#1
отъ,R-,80,отъ
д҃ха,Nb,443,доухъ
д҃хъ,Nb,443,доухъ
естъ,V-,18,бꙑти
не,Df,8,не
чюди,V-,1007,чоудити
сѧ,Pk,21,себе
ѣко,G-,115,ꙗко
рѣхъ,V-,106,рещи
ти,Pp,304,тꙑ
подобаетъ,V-,128,подобати
вамъ,Pp,266,вꙑ
родити,V-,1198,родити#1
сѧ,Pk,21,себе
съвꙑше,Df,3087,съвꙑше
д҃хъ,Nb,443,доухъ
ꙇдеже,Dq,798,идеже
хоштетъ,V-,301,хотѣти
доушетъ,V-,2823,доухати
ꙇ,C-,13,и
гласъ,Nb,382,гласъ
его,Pp,64,и
слꙑшиши,V-,689,слꙑшати
нъ,C-,11,нъ
не,Df,8,не
вѣси,V-,138,вѣдѣти
отъкѫдоу,Du,1348,отъкѫдоу
приходитъ,V-,889,приходити
ꙇ,C-,13,и
камо,Du,3088,камо
ꙇдетъ,V-,671,ити
тако,Df,48,тако
естъ,V-,18,бꙑти
рожденꙑ,V-,1198,родити#1
отъ,R-,80,отъ
д҃ха,Nb,443,доухъ
отъвѣшта,V-,271,отъвѣщати
никодимъ,Ne,3086,никодимъ
ꙇ,C-,13,и
рече,V-,106,рещи
емоу,Pp,64,и
како,Du,30,како
могѫтъ,V-,31,мощи
си,Pd,47,сь
бꙑти,V-,18,бꙑти
отъвѣшта,V-,271,отъвѣщати
и҃с,Ne,343,исоусъ
ꙇ,C-,13,и
рече,V-,106,рещи
емоу,Pp,64,и
тꙑ,Pp,304,тꙑ
еси,V-,18,бꙑти
оучител҄ь,Nb,988,оучитель
ꙇ҃левъ,A-,1118,издраилѥвъ
ꙇ,C-,13,и
сихъ,Pd,47,сь
ли,Du,752,ли
не,Df,8,не
вѣси,V-,138,вѣдѣти
амин,I-,298,аминъ
амин,I-,298,аминъ
г҃лѭ,V-,102,глаголати
тебѣ,Pp,304,тꙑ
ѣко,G-,115,ꙗко
еже,Pr,96,иже
вѣмь,V-,138,вѣдѣти
г҃лемъ,V-,102,глаголати
ꙇ,C-,13,и
еже,Pr,96,иже
дастъ,V-,116,дати
въ,R-,111,въ
рѫцѣ,Nb,414,рѫка
его,Pp,64,и
вѣроуѩі,V-,968,вѣровати
въ,R-,111,въ
с҃на,Nb,341,сꙑнъ#1
ꙇматъ,V-,9,имѣти
животъ,Nb,36,животъ
вѣчьнꙑ,A-,411,вѣчьнъ
а,C-,85,а
ꙇже,Pr,96,иже
не,Df,8,не
вѣроуетъ,V-,968,вѣровати
въ,R-,111,въ
с҃на,Nb,341,сꙑнъ#1
не,Df,8,не
оузьритъ,V-,857,оузьрѣти
живота,Nb,36,животъ
нъ,C-,11,нъ
гнѣвъ,Nb,575,гнѣвъ
б҃жі,A-,239,божии
прѣбꙑваетъ,V-,2174,прѣбꙑвати
на,R-,117,на
н҄емь,Pp,64,и
егда,Dq,300,ѥгда
же,Df,20,же
оуслꙑша,V-,582,оуслꙑшати
г҃ь,Nb,342,господь
ко,R-,59,къ
оуслꙑшашѧ,V-,582,оуслꙑшати
фарисеі,Nb,929,фарисеи
ѣко,G-,115,ꙗко
и҃с,Ne,343,исоусъ
множаꙇшѧ,A-,49,мъногъ
оученикꙑ,Nb,359,оученикъ
творитъ,V-,637,творити
ꙇ,C-,13,и
крьштаетъ,V-,1644,крьщати
неже,Df,262,неже
ꙇоанъ,Ne,1180,иоанъ
ꙇ҃с,Ne,343,исоусъ
самъ,Pd,567,самъ
не,Df,8,не
крьштааше,V-,1644,крьщати
нъ,C-,11,нъ
оученици,Nb,359,оученикъ
его,Pp,64,и
остави,V-,669,оставити
ꙇюдеѫ,Ne,1840,июдеꙗ
ꙇ,C-,13,и
иде,V-,671,ити
пакꙑ,Df,616,пакꙑ
въ,R-,111,въ
галилеѭ,Ne,1542,галилеꙗ
достоѣше,V-,617,достоꙗти
емоу,Pp,64,и
проꙇти,V-,1617,проити
сквозѣ,R-,1244,сквозѣ
самариѭ,Ne,2923,самариꙗ
Приде,V-,221,прити
же,Df,20,же
въ,R-,111,въ
градъ,Nb,718,градъ
самарьскъ,A-,3096,самарьскъ
нарицаемъі,V-,68,нарицати
соухарь,Ne,0,FIXME
ꙇскрь,R-,3098,искрь
вьси,Px,54,вьсь
ѭже,Pr,96,иже
дастъ,V-,116,дати
ꙇѣковъ,Ne,412,иꙗковъ
ꙇосифоу,Ne,1392,иосифъ
с҃ноу,Nb,341,сꙑнъ#1
своемоу,Pt,217,свои
бѣ,V-,18,бꙑти
же,Df,20,же
тоу,Df,177,тоу
кладѧзь,Nb,8856,кладѧзь
ꙇѣковл҄ь,A-,1752,иꙗковль
ꙇ҃с,Ne,343,исоусъ
же,Df,20,же
троуждь,V-,2631,троудити
сѧ,Pk,21,себе
отъ,R-,80,отъ
пѫти,Nb,678,пѫть
сѣдѣаше,V-,1041,сѣдѣти
тако,Df,48,тако
на,R-,117,на
кладѧзи,Nb,8856,кладѧзь
часъ,Nb,422,часъ
бѣ,V-,18,бꙑти
ѣко,G-,115,ꙗко
шестꙑ,Mo,1624,шестъ
приде,V-,221,прити
жена,Nb,693,жена
отъ,R-,80,отъ
самариѩ,Ne,2923,самариꙗ
почрѣтъ,V-,3073,почрѣти
водꙑ,Nb,355,вода
г҃ла,V-,102,глаголати
еи,Pp,64,и
ꙇ҃с,Ne,343,исоусъ
даждь,V-,116,дати
ми,Pp,440,азъ
пити,V-,365,пити
оученици,Nb,359,оученикъ
бо,Df,94,бо
его,Pp,64,и
ошьли,V-,433,отити
бѣахѫ,V-,18,бꙑти
въ,R-,111,въ
градъ,Nb,718,градъ
да,G-,366,да
брашьна,Nb,1416,брашьно
коупѧтъ,V-,1380,коупити
г҃ла,V-,102,глаголати
же,Df,20,же
емоу,Pp,64,и
жена,Nb,693,жена
самарѣнꙑн҄и,Nb,3099,самарѣнꙑни
како,Du,30,како
тꙑ,Pp,304,тꙑ
ꙇюдеи,Nb,2043,июдеи
сꙑ,V-,18,бꙑти
отъ,R-,80,отъ
мене,Pp,440,азъ
пити,V-,365,пити
просиши,V-,553,просити
женꙑ,Nb,693,жена
самарѣнꙑн҄ѧ,Nb,3099,самарѣнꙑни
сѫштѧ,V-,18,бꙑти
не,Df,8,не
прикасаѭтъ,V-,2206,прикасати
бо,Df,94,бо
сѧ,Pk,21,себе
ꙇюдеи,Nb,2043,июдеи
самарѣнехъ,Nb,1116,самарѣнинъ
отъвѣшта,V-,271,отъвѣщати
и҃с,Ne,343,исоусъ
ꙇ,C-,13,и
рече,V-,106,рещи
еі,Pp,64,и
аште,G-,248,аще
би,V-,18,бꙑти
вѣдѣла,V-,138,вѣдѣти
даръ,Nb,397,даръ
б҃жі,A-,239,божии
ꙇ,C-,13,и
къто,Pi,265,къто
естъ,V-,18,бꙑти
г҃лѧꙇ,V-,102,глаголати
ти,Pp,304,тꙑ
даждь,V-,116,дати
ми,Pp,440,азъ
пити,V-,365,пити
тꙑ,Pp,304,тꙑ
и,C-,13,и
просила,V-,553,просити
оу,R-,736,оу
него,Pp,64,и
ꙇ,C-,13,и
далъ,V-,116,дати
ти,Pp,304,тꙑ
би,V-,18,бꙑти
водѫ,Nb,355,вода
живѫ,V-,388,жити
г҃ла,V-,102,глаголати
емоу,Pp,64,и
жена,Nb,693,жена
г҃и,Nb,342,господь
ни,C-,157,ни
почръпальника,Nb,3100,почрьпало
ꙇмаши,V-,9,имѣти
ꙇ,C-,13,и
кладѧѕь,Nb,8856,кладѧзь
естъ,V-,18,бꙑти
глѫбокъ,A-,3101,глѫбокъ
отъкѫдоу,Du,1348,отъкѫдоу
оубо,Df,6,оубо
еси,V-,18,бꙑти
о҃ца,Nb,34,богъ
нашего,Ps,338,нашь
ꙇѣкова,Ne,412,иꙗковъ
ꙇже,Pr,96,иже
дастъ,V-,116,дати
намъ,Pp,167,мꙑ
кладѧзь,Nb,8856,кладѧзь
ꙇ,C-,13,и
тъ,Pd,105,тъ
ꙇж,R-,486,из
него,Pp,64,и
питъ,V-,365,пити
ꙇ,C-,13,и
с҃нове,Nb,341,сꙑнъ#1
его,Pp,64,и
ꙇ,C-,13,и
скоти,Nb,2756,скотъ
его,Pp,64,и
отъвѣшта,V-,271,отъвѣщати
и҃с,Ne,343,исоусъ
ꙇ,C-,13,и
рече,V-,106,рещи
еи,Pp,64,и
вьсѣкъ,A-,362,вьсꙗкъ
пиѩи,V-,365,пити
отъ,R-,80,отъ
водꙑ,Nb,355,вода
сеѩ,Pd,47,сь
вьждѩждетъ,V-,1889,въждѧдати
сѧ,Pk,21,себе
пакꙑ,Df,616,пакꙑ
а,C-,85,а
ꙇже,Pr,96,иже
пиетъ,V-,365,пити
отъ,R-,80,отъ
водꙑ,Nb,355,вода
ѭже,Pr,96,иже
азъ,Pp,440,азъ
дамь,V-,116,дати
емоу,Pp,64,и
не,Df,8,не
ꙇматъ,V-,9,имѣти
въждѧдати,V-,1889,въждѧдати
сѧ,Pk,21,себе
въ,R-,111,въ
вѣкъ,Nb,297,вѣкъ
нъ,C-,11,нъ
вода,Nb,355,вода
ѭже,Pr,96,иже
азъ,Pp,440,азъ
дамь,V-,116,дати
емоу,Pp,64,и
бѫдетъ,V-,18,бꙑти
вь,R-,111,въ
н҄емь,Pp,64,и
ꙇсточьникъ,Nb,2153,источьникъ
водꙑ,Nb,355,вода
вьслѣплѫштѫѭ,V-,4664,въслѣдовати
въ,R-,111,въ
животъ,Nb,36,животъ
вѣчьнꙑ,A-,411,вѣчьнъ
г҃ла,V-,102,глаголати
къ,R-,59,къ
н҄емоу,Pp,64,и
жена,Nb,693,жена
г҃и,Nb,342,господь
даждь,V-,116,дати
ми,Pp,440,азъ
сиѭ,Pd,47,сь
водѫ,Nb,355,вода
да,G-,366,да
ни,C-,157,ни
жѧждѫ,Nb,3808,жѧжда
ни,C-,157,ни
прихождѫ,V-,889,приходити
сѣмо,Df,1016,сѣмо
почръпатъ,V-,3102,почрьпати
г҃ла,V-,102,глаголати
еи,Pp,64,и
ꙇ҃с,Ne,343,исоусъ
ꙇди,V-,671,ити
пригласи,V-,2651,пригласити
мѫжа,Nb,70,мѫжь
своего,Pt,217,свои
ꙇ,C-,13,и
приди,V-,221,прити
сѣмо,Df,1016,сѣмо
отъвѣшта,V-,271,отъвѣщати
жена,Nb,693,жена
ꙇ,C-,13,и
рече,V-,106,рещи
емоу,Pp,64,и
не,Df,8,не
ꙇмамь,V-,9,имѣти
мѫжа,Nb,70,мѫжь
г҃ла,V-,102,глаголати
еи,Pp,64,и
ꙇ҃с,Ne,343,исоусъ
добрѣ,Df,33,добрѣ
рече,V-,106,рещи
ѣко,G-,115,ꙗко
мѫжа,Nb,70,мѫжь
не,Df,8,не
ꙇмамь,V-,9,имѣти
пѧть,Ma,640,пѧть
бо,Df,94,бо
мѫжь,Nb,70,мѫжь
ꙇмѣла,V-,9,имѣти
еси,V-,18,бꙑти
ꙇ,C-,13,и
нꙑн҄ѣ,Df,289,нꙑнѣ
егоже,Pr,96,иже
ꙇмаши,V-,9,имѣти
нѣстъ,V-,176,не бꙑти
ти,Pp,304,тꙑ
мѫжь,Nb,70,мѫжь
се,Pd,47,сь
въ,R-,111,въ
ꙇстинѫ,Nb,385,истина
рече,V-,106,рещи
г҃ла,V-,102,глаголати
емоу,Pp,64,и
жена,Nb,693,жена
г҃и,Nb,342,господь
виждѫ,V-,479,видѣти
ѣко,G-,115,ꙗко
пророкъ,Nb,878,пророкъ
еси,V-,18,бꙑти
тꙑ,Pp,304,тꙑ
о҃ци,Nb,306,отьць
наши,Ps,338,нашь
въ,R-,111,въ
горѣ,Nb,930,гора
сеі,Pd,47,сь
поклонишѧ,V-,1434,поклонити
сѧ,Pk,21,себе
ꙇ,C-,13,и
вꙑ,Pp,266,вꙑ
г҃лете,V-,102,глаголати
ѣко,G-,115,ꙗко
въ,R-,111,въ
е҃рмѣхъ,Nb,0,FIXME
естъ,V-,18,бꙑти
мѣсто,Nb,113,мѣсто
ꙇдеже,Dq,798,идеже
клан҄ѣти,V-,934,кланꙗти
сѧ,Pk,21,себе
подобаетъ,V-,128,подобати
г҃ла,V-,102,глаголати
еі,Pp,64,и
и҃с,Ne,343,исоусъ
жено,Nb,693,жена
вѣрѫ,Nb,506,вѣра
ми,Pp,440,азъ
ꙇми,Pp,64,и
ѣко,Df,771,ꙗко#1
грѧдетъ,V-,958,грѧсти
часъ,Nb,422,часъ
егда,Dq,300,ѥгда
ни,C-,157,ни
горѣ,Nb,930,гора
сеі,Pd,47,сь
ни,C-,157,ни
въ,R-,111,въ
е҃рлмѣхъ,Nb,2049,иѥроусалимлꙗнинъ
поклоните,V-,1434,поклонити
сѧ,Pk,21,себе
о҃цю,Nb,306,отьць
д҃хомь,Nb,443,доухъ
ꙇ,C-,13,и
истиноѭ,Nb,385,истина
ꙇбо,Df,956,ибо
о҃ць,Nb,306,отьць
тацѣхъ,Pd,178,такъ
ꙇштетъ,V-,114,искати
клан҄ѣѭштихъ,V-,934,кланꙗти
сѧ,Pk,21,себе
емоу,Pp,64,и
д҃хъ,Nb,443,доухъ
бо,Df,94,бо
естъ,V-,18,бꙑти
б҃ъ,Nb,34,богъ
ꙇже,Pr,96,иже
клан҄ѣетъ,V-,934,кланꙗти
сѧ,Pk,21,себе
емоу,Pp,64,и
д҃хомь,Nb,443,доухъ
ꙇ,C-,13,и
истиноѭ,Nb,385,истина
достоꙇтъ,V-,617,достоꙗти
клан҄ѣти,V-,934,кланꙗти
сѧ,Pk,21,себе
г҃ла,V-,102,глаголати
емоу,Pp,64,и
жена,Nb,693,жена
вѣмь,V-,138,вѣдѣти
ѣко,G-,115,ꙗко
месиѣ,Ne,3065,месиꙗ
придетъ,V-,221,прити
рекомꙑ,V-,106,рещи
х҃ъ,Ne,305,христ(ос)ъ
егда,Dq,300,ѥгда
тъ,Pd,105,тъ
придетъ,V-,221,прити
вьзвѣститъ,V-,1025,възвѣстити
намъ,Pp,167,мꙑ
всѣ,Px,54,вьсь
г҃ла,V-,102,глаголати
еі,Pp,64,и
и҃с,Ne,343,исоусъ
азъ,Pp,440,азъ
есмь,V-,18,бꙑти
г҃лѧи,V-,102,глаголати
съ,R-,92,съ
тобоѭ,Pp,304,тꙑ
ꙇ,C-,13,и
тогдажде,Df,673,тъгда
придѫ,V-,221,прити
оученици,Nb,359,оученикъ
его,Pp,64,и
ꙇ,C-,13,и
чюждаахѫ,V-,1007,чоудити
сѧ,Pk,21,себе
ѣко,G-,115,ꙗко
съ,R-,92,съ
женоѭ,Nb,693,жена
г҃лааше,V-,102,глаголати
ꙇ,C-,13,и
никътоже,Px,940,никътоже
не,Df,8,не
рече,V-,106,рещи
чесо,Pi,134,чьто
ꙇштеши,V-,114,искати
ꙇли,C-,35,или
чьто,Pi,134,чьто
г҃леши,V-,102,глаголати
съ,R-,92,съ
н҄еѭ,Pp,64,и
остави,V-,669,оставити
же,Df,20,же
водоносъ,Nb,3071,водоносъ
своі,Pt,217,свои
жена,Nb,693,жена
ꙇ,C-,13,и
иде,V-,671,ити
въ,R-,111,въ
градъ,Nb,718,градъ
ꙇ,C-,13,и
г҃ла,V-,102,глаголати
ч҃комъ,Nb,211,чловѣкъ
придѣте,V-,221,прити
ꙇ,C-,13,и
видите,V-,479,видѣти
ч҃ка,Nb,211,чловѣкъ
ꙇже,Pr,96,иже
рече,V-,106,рещи
ми,Pp,440,азъ
вьсѣ,Px,54,вьсь
елико,Pr,2092,ѥликъ
сътворихъ,V-,73,сътворити
еда,Du,869,еда
тъ,Pd,105,тъ
естъ,V-,18,бꙑти
х҃ъ,Ne,305,христ(ос)ъ
Ꙇзидѫ,V-,684,изити
же,Df,20,же
ꙇз,R-,486,из
града,Nb,718,градъ
ꙇ,C-,13,и
грѧдѣахѫ,V-,958,грѧсти
къ,R-,59,къ
н҄емоу,Pp,64,и
междю,R-,1568,междоу
же,Df,20,же
симь,Pd,47,сь
мол҄ѣахѫ,V-,409,молити
і,C-,13,и
оученици,Nb,359,оученикъ
его,Pp,64,и
г҃лѭште,V-,102,глаголати
равви,Nb,1772,равви
ѣждь,V-,818,ꙗсти
онъ,Pd,83,онъ
же,Df,20,же
рече,V-,106,рещи
къ,R-,59,къ
н҄имъ,Pp,64,и
азъ,Pp,440,азъ
брашьно,Nb,1416,брашьно
ꙇмамь,V-,9,имѣти
ѣсти,V-,818,ꙗсти
егоже,Pr,96,иже
вꙑ,Pp,266,вꙑ
не,Df,8,не
вѣсте,V-,138,вѣдѣти
г҃лахѫ,V-,102,глаголати
же,Df,20,же
оученици,Nb,359,оученикъ
къ,R-,59,къ
себѣ,Pk,21,себе
еда,Du,869,еда
къто,Pi,265,къто
принесе,V-,535,принести
емоу,Pp,64,и
ѣсти,V-,818,ꙗсти
г҃ла,V-,102,глаголати
ꙇмъ,Pp,64,и
