%%293507,,
оустъ,Nb,-p---ng--i
бжіі,A-,-p---qgpsi
%%293533,,
тогда,Df,---------n
поѧтъ,V-,3saia----i
і,Pp,3s---ma--i
діѣволъ,Nb,-s---mn--i
вь,R-,---------n
стъі,A-,-s---mapwi
градъ,Nb,-s---ma--i
%%293534,,
і,C-,---------n
поставі,V-,3saia----i
і,Pp,3s---ma--i
на,R-,---------n
крілѣ,Nb,-s---nl--i
цръквьнѣемь,A-,-s---nlpwi
%%293535,,
і,C-,---------n
гла,V-,3saia----i
емоу,Pp,3s---md--i
%%293536,,
аште,G-,---------n
снъ,Nb,-s---mn--i
есі,V-,2spia----i
бжіі,A-,-s---mnpsi
поусті,V-,2spma----i
себе,Pk,3s---qg--i
долоу,Df,---------n
%%293537,,
пішетъ,V-,3spia----i
бо,Df,---------n
ѣко,G-,---------n
агломъ,Nb,-p---md--i
своімъ,Pt,3p---qd--i
заповѣстъ,V-,3spia----i
о,R-,---------n
тебѣ,Pp,2s---ml--i
і,C-,---------n
на,R-,---------n
рѫкахъ,Nb,-p---fl--i
възъмѫтъ,V-,3ppia----i
тѧ,Pp,2s---ma--i
да,G-,---------n
не,Df,---------n
когда,Df,---------n
прѣтъкнеші,V-,2spia----i
о,R-,---------n
камен,Nb,-s---ma--i
ногѫ,Nb,-s---fa--i
своѫ,Pt,3s---fa--i
%%293538,,
рече,V-,3saia----i
же,Df,---------n
емоу,Pp,3s---md--i
іс,Ne,-s---mn--i
%%293539,,
пакъі,Df,---------n
пішетъ,V-,3spia----i
%%293540,,
не,Df,---------n
іскоусіші,V-,2spia----i
га,Nb,-s---mg--i
ба,Nb,-s---mg--i
своего,Pt,3s---mg--i
%%293541,,
пакъі,Df,---------n
поѧтъ,V-,3saia----i
его,Pp,3s---mg--i
непріѣзнь,Nb,-s---fn--i
на,R-,---------n
горѫ,Nb,-s---fa--i
въісокѫ,A-,-s---fapsi
зѣло,Df,---------n
%%293542,,
і,C-,---------n
показа,V-,3saia----i
емоу,Pp,3s---md--i
вьсѣ,Px,-p---na--i
црствіѣ,Nb,-p---na--i
міра,Nb,-s---mg--i
і,C-,---------n
славѫ,Nb,-s---fa--i
его,Pp,3s---mg--i
%%293543,,
і,C-,---------n
гла,V-,3saia----i
емоу,Pp,3s---md--i
%%293544,,
вьсѣ,Px,-p---na--i
сі,Pd,-p---na--i
дамь,V-,1spia----i
ті,Pd,-p---mn--i
аште,G-,---------n
падъ,V-,-supamn-si
поклоніші,V-,2spia----i
мі,Pp,1s---md--i
сѧ,Pk,3s---qa--i
%%293545,,
тогда,Df,---------n
гла,V-,3saia----i
емоу,Pp,3s---md--i
іс,Ne,-s---mn--i
%%293546,,
отіді,V-,2spma----i
діѣволе,Ne,-s---mv--i
%%293547,,
пішетъ,V-,3spia----i
бо,Df,---------n
%%293548,,
гю,Nb,-s---md--i
бу,Nb,-s---md--i
своемоу,Pt,3s---od--i
поклоніші,V-,2spia----i
сѧ,Pk,3s---qa--i
і,C-,---------n
томоу,Pd,-s---md--i
едіномоу,Ma,-s---md--i
послоужіші,V-,2spia----i
%%293549,,
тогда,Df,---------n
оставі,V-,3saia----i
его,Pp,3s---mg--i
діѣволъ,Nb,-s---mn--i
%%293550,,
і,C-,---------n
се,I-,---------n
аглі,Nb,-p---mn--i
прістѫпішѧ,V-,3paia----i
і,C-,---------n
слоужаахѫ,V-,3piia----i
емоу,Pp,3s---md--i
%%293551,,
слъішавъ,V-,-supamn-si
же,Df,---------n
іс,Ne,-s---mn--i
ѣко,G-,---------n
іоанъ,Ne,-s---mn--i
прѣданъ,V-,-suppmn-si
бъістъ,V-,3saia----i
отіде,V-,3saia----i
въ,R-,---------n
галілеѭ,Ne,-s---fa--i
%%293552,,
і,C-,---------n
оставь,V-,-supamn-si
назаретъ,Ne,-s---ma--i
прішедъ,V-,-supamn-si
вьселі,V-,3saia----i
сѧ,Pk,3s---qa--i
въ,R-,---------n
каперьнаоумъ,Ne,-s---ma--i
на,R-,---------n
поморіе,Nb,-s---na--i
въ,R-,---------n
область,Nb,-s---fa--i
завулонѭ,A-,-s---fapsi
і,C-,---------n
невъфталімлѭ,A-,-s---fapsi
да,G-,---------n
съконьчаатъ,V-,3spia----i
сѧ,Pk,3s---qa--i
реченое,V-,-suppnn-wi
ісаіемь,Ne,-s---mi--i
пророкомь,Nb,-s---mi--i
глѭштем,V-,-sppami-si
%%293553,,
землѣ,Nb,-s---fv--i
завулонѣ,A-,-s---fvpsi
землѣ,Nb,-s---fv--i
невъфталімлѣ,A-,-s---fvpsi
пѫть,Nb,-s---mn--i
морѣ,Nb,-s---ng--i
на,R-,---------n
ономь,Pd,-s---ol--i
полоу,Nb,-s---ml--i
іорда,Ne,-s---mg--i
галілеѣ,Ne,-s---fv--i
ѧзъікомъ,Nb,-p---md--i
люді,Nb,-p---mn--i
сѣдѧштіі,V-,-pppamn-wi
въ,R-,---------n
тъмѣ,Nb,-s---fl--i
відѣшѧ,V-,3paia----i
свѣтъ,Nb,-s---ma--i
веліі,A-,-s---mapti
і,C-,---------n
сѣдѧштіімъ,V-,-pppamd-wi
въ,R-,---------n
тъмѣ,Nb,-s---fl--i
і,C-,---------n
въ,R-,---------n
сѣні,Nb,-s---fl--i
съмрътьнѣ,A-,-s---flpsi
свѣтъ,Nb,-s---mn--i
въсіѣетъ,V-,3spia----i
на,R-,---------n
насъ,Pp,1p---qa--i
%%293554,,
отътолі,Df,---------n
начѧтъ,V-,3saia----i
іс,Ne,-s---mn--i
проповѣдаті,V-,--pna----i
і,C-,---------n
глаті,V-,--pna----i
%%293555,,
покаіте,V-,2ppma----i
сѧ,Pk,3p---qa--i
%%293556,,
прібліжі,V-,3saia----i
бо,Df,---------n
сѧ,Pk,3s---qa--i
црствіе,Nb,-s---nn--i
нбское,A-,-s---nnpwi
%%293557,,
ходѧ,V-,-sppamn-si
же,Df,---------n
прі,R-,---------n
морі,Nb,-s---nl--i
галілѣісцѣмь,A-,-s---nlpwi
відѣ,V-,3saia----i
дъва,Ma,-d---ma--i
братра,Nb,-d---ma--i
сімона,Ne,-s---mg--i
наріцаѭштааго,V-,-sppamg-wi
сѧ,Pk,3s---qa--i
петра,Ne,-s---mg--i
і,C-,---------n
андрѣѭ,Ne,-s---ma--i
братра,Nb,-s---mg--i
его,Pp,3s---mg--i
въмѣтаѭшта,V-,-dppama-si
мрѣжѧ,Nb,-p---fa--i
въ,R-,---------n
море,Nb,-s---na--i
%%293558,,
бѣашете,V-,3diia----i
бо,Df,---------n
ръібарѣ,Nb,-d---mn--i
%%293559,,
і,C-,---------n
гла,V-,3saia----i
іма,Pp,3d---md--i
%%293560,,
грѧдѣта,V-,2dpma----i
въ,R-,---------n
слѣдъ,Nb,-s---ma--i
мене,Pp,1s---mg--i
%%293561,,
і,C-,---------n
сътворѭ,V-,1spia----i
въі,Pp,2d---qa--i
чкомъ,Nb,-p---md--i
ловьца,Nb,-d---ma--i
%%293562,,
она,Pd,-d---mn--i
же,Df,---------n
абіе,Df,---------n
оставьша,V-,-dupamn-si
мрѣжѧ,Nb,-p---fa--i
по,R-,---------n
немь,Pp,3s---ml--i
ідосте,V-,3daia----i
%%293563,,
і,C-,---------n
прѣшьдъ,V-,-supamn-si
тѫдѣ,Df,---------n
відѣ,V-,3saia----i
іна,Px,-d---ma--i
дъва,Ma,-d---ma--i
братра,Nb,-d---ma--i
іѣкова,Ne,-s---mg--i
зеведеова,A-,-s---mgpsi
іоана,Ne,-s---mg--i
брата,Nb,-s---mg--i
емоу,Pp,3s---md--i
въ,R-,---------n
корабі,Nb,-s---ml--i
съ,R-,---------n
зеведеомь,Ne,-s---mi--i
оцемь,Nb,-s---mi--i
ею,Pp,3d---mg--i
завѧзаѭшта,V-,-dppama-si
мрѣжѧ,Nb,-p---fa--i
своѧ,Pt,3p---fa--i
%%293564,,
і,C-,---------n
възъва,V-,3saia----i
ѣ,Pp,3d---ma--i
%%293565,,
она,Pd,-d---mn--i
же,Df,---------n
абіе,Df,---------n
оставьша,V-,-dupamn-si
корабь,Nb,-s---ma--i
і,C-,---------n
оца,Nb,-s---mg--i
своего,Pt,3s---mg--i
по,R-,---------n
немь,Pp,3s---ml--i
ідосте,V-,3daia----i
%%293566,,
і,C-,---------n
прохождааше,V-,3siia----i
всѭ,Px,-s---fa--i
галілеѭ,Ne,-s---fa--i
іс,Ne,-s---mn--i
оучѧ,V-,-sppamn-si
на,R-,---------n
сънъміштіхъ,Nb,-p---nl--i
іхъ,Pp,3p---mg--i
і,C-,---------n
проповѣдаѧ,V-,-sppamn-si
евагліе,Nb,-s---na--i
црствіѣ,Nb,-s---ng--i
і,C-,---------n
цѣлѧ,V-,-sppamn-si
вьсѣкъ,A-,-s---mapsi
недѫгъ,Nb,-s---ma--i
і,C-,---------n
всѣкѫ,A-,-s---fapsi
ѧзѫ,Nb,-s---fa--i
въ,R-,---------n
людехъ,Nb,-p---ml--i
%%293567,,
і,C-,---------n
ізіде,V-,3saia----i
слоухъ,Nb,-s---mn--i
его,Pp,3s---mg--i
въ,R-,---------n
вьсеі,Px,-s---fl--i
суріі,Ne,-s---fl--i
%%293568,,
і,C-,---------n
прівѣсѧ,V-,3paia----i
емоу,Pp,3s---md--i
вьсѧ,Px,-p---ma--i
болѧштѧѧ,V-,-pppama-wi
разлічьнъімі,A-,-p---mipwi
недѫгъі,Nb,-p---mi--i
і,C-,---------n
страстьмі,Nb,-p---fi--i
одръжімъі,V-,-ppppma-wi
і,C-,---------n
бѣсънъіѧ,A-,-p---mapwi
і,C-,---------n
мѣсѧчьнъіѧ,A-,-p---mapwi
зълъі,A-,-p---mapsi
недѫгъі,Nb,-p---ma--i
імѫштѧ,V-,-pppama-si
і,C-,---------n
ослабленъі,V-,-puppma-wi
жіламі,Nb,-p---fi--i
%%293569,,
і,C-,---------n
іцѣлі,V-,3saia----i
ѧ,Pp,3p---ma--i
%%293570,,
і,C-,---------n
по,R-,---------n
немь,Pp,3s---ml--i
ідошѧ,V-,3paia----i
народі,Nb,-p---mn--i
мнозі,A-,-p---mnpsi
отъ,R-,---------n
галілеѧ,Ne,-s---fg--i
і,C-,---------n
декаполѣа,Ne,-s---mg--i
і,C-,---------n
отъ,R-,---------n
ілма,Ne,-s---mg--i
і,C-,---------n
іюдеѧ,Ne,-s---fg--i
і,C-,---------n
съ,R-,---------n
оного,Pd,-s---mg--i
полоу,Nb,-s---mg--i
іордана,Ne,-s---mg--i
%%293571,,
оузьрѣвъ,V-,-supamn-si
же,Df,---------n
народъі,Nb,-p---ma--i
вьзіде,V-,3saia----i
на,R-,---------n
горѫ,Nb,-s---fa--i
%%293572,,
і,C-,---------n
ѣко,G-,---------n
сѣде,V-,3saia----i
прістѫпішѧ,V-,3paia----i
къ,R-,---------n
немоу,Pp,3s---md--i
оученіці,Nb,-p---mn--i
его,Pp,3s---mg--i
%%293573,,
і,C-,---------n
отвръзъ,V-,-supamn-si
оуста,Nb,-p---na--i
своѣ,Pt,3p---na--i
оучааше,V-,3siia----i
ѧ,Pp,3p---ma--i
глѧ,V-,-sppamn-si
%%293574,,
блажені,A-,-p---mnpsi
ніштіі,A-,-p---mnpwi
дхомь,Nb,-s---mi--i
ѣко,G-,---------n
тѣхъ,Pd,-p---mg--i
естъ,V-,3spia----i
црсо,Nb,-s---nn--i
нбское,A-,-s---nnpwi
%%293575,,
блажені,A-,-p---mnpsi
плачѫштеі,V-,-pppamn-wi
ѣко,G-,---------n
ті,Pd,-p---mn--i
оутѣшѧтъ,V-,3ppia----i
сѧ,Pk,3s---qa--i
%%293576,,
блажені,A-,-p---mnpsi
кротьці,A-,-p---mnpsi
ѣко,G-,---------n
ті,Pd,-p---mn--i
наслѣдѧтъ,V-,3ppia----i
землѭ,Nb,-s---fa--i
%%293577,,
блажені,A-,-p---mnpsi
алчѫштіі,V-,-pppamn-wi
і,C-,---------n
жѧждѫштіі,V-,-pppamn-wi
правъдъі,Nb,-s---fg--i
раді,R-,---------n
ѣко,G-,---------n
ті,Pd,-p---mn--i
насъітѧтъ,V-,3ppia----i
сѧ,Pk,3s---qa--i
%%293578,,
блажені,A-,-p---mnpsi
мілостівіі,A-,-p---mnpwi
ѣко,G-,---------n
ті,Pd,-p---mn--i
поміловані,V-,-puppmn-si
бѫдѫтъ,V-,3pfia----i
%%293579,,
блажені,A-,-p---mnpsi
чістіі,A-,-p---mnpwi
сръдцемь,Nb,-s---ni--i
ѣко,G-,---------n
ті,Pd,-p---mn--i
ба,Nb,-s---mg--i
оузьрѧтъ,V-,3ppia----i
%%293580,,
блажені,A-,-p---mnpsi
съмірѣѭштіі,V-,-pppamn-wi
ѣко,G-,---------n
ті,Pd,-p---mn--i
снове,Nb,-p---mn--i
бжіі,A-,-s---mnpsi
нарекѫтъ,V-,3ppia----i
сѧ,Pk,3s---qa--i
%%293581,,
блажені,A-,-p---mnpsi
ізгънані,V-,-puppmn-si
правъдъі,Nb,-s---fg--i
раді,R-,---------n
ѣко,G-,---------n
тѣхъ,Pd,-p---mg--i
естъ,V-,3spia----i
црство,Nb,-s---nn--i
нбское,A-,-s---nnpwi
%%293582,,
блажені,A-,-p---mnpsi
есте,V-,2ppia----i
егда,Dq,---------n
поносѧтъ,V-,3ppia----i
вамъ,Pp,2p---pd--i
і,C-,---------n
іжденѫтъ,V-,3ppia----i
въі,Pp,2p---pa--i
і,C-,---------n
рекѫтъ,V-,3ppia----i
вьсѣкъ,A-,-s---mapsi
зълъ,A-,-s---mapsi
глъ,Nb,-s---ma--i
на,R-,---------n
въі,Pp,2p---pa--i
лъжѫште,V-,-pppamn-si
мене,Pp,1s---mg--i
раді,R-,---------n
%%293583,,
радоуіте,V-,2ppma----i
сѧ,Pk,3s---qa--i
і,C-,---------n
веселіте,V-,2ppma----i
сѧ,Pk,3s---qa--i
ѣко,G-,---------n
мъзда,Nb,-s---fn--i
ваша,Ps,2s---fn--i
многа,A-,-s---fnpsi
естъ,V-,3spia----i
на,R-,---------n
небесехъ,Nb,-p---nl--i
%%293584,,
тако,Df,---------n
бо,Df,---------n
ізгънашѧ,V-,3paia----i
пророкъі,Nb,-p---ma--i
іже,Pr,-p---mn--i
бѣшѧ,V-,3piia----i
прѣжде,Df,---------n
васъ,Pp,2p---pg--i
%%293585,,
въі,Pp,2p---pn--i
есте,V-,2ppia----i
соль,Nb,-s---fn--i
земі,Nb,-s---fd--i
%%293586,,
аште,G-,---------n
же,Df,---------n
соль,Nb,-s---fn--i
обоуѣетъ,V-,3spia----i
чімь,Pi,-s---ni--i
осолітъ,V-,3spia----i
сѧ,Pk,3s---qa--i
%%293587,,
ні,Df,---------n
чьсомоу,Px,-s---nd--i
же,Df,---------n
бѫдетъ,V-,3sfia----i
къ,R-,---------n
томоу,Pd,-s---nd--i
да,G-,---------n
ісъіпана,V-,-suppfn-si
бѫдетъ,V-,3sfia----i
вънъ,Df,---------n
і,C-,---------n
попіраема,V-,-spppfn-si
чкъі,Nb,-p---mi--i
%%293588,,
въі,Pp,2p---pn--i
есте,V-,2ppia----i
свѣтъ,Nb,-s---mn--i
міроу,Nb,-s---md--i
%%293589,,
не,Df,---------n
можетъ,V-,3spia----i
градъ,Nb,-s---mn--i
оукръіті,V-,--pna----i
сѧ,Pk,3s---qa--i
врхоу,R-,---------n
горъі,Nb,-s---fg--i
стоѧ,V-,-sppamn-si
%%293590,,
ні,C-,---------n
въжагаѭтъ,V-,3ppia----i
свѣтільніка,Nb,-s---mg--i
і,C-,---------n
поставлѣѭтъ,V-,3ppia----i
его,Pp,3s---mg--i
подъ,R-,---------n
спѫдомь,Nb,-s---mi--i
нъ,C-,---------n
на,R-,---------n
свѣштьніцѣ,Nb,-s---ml--i
%%293591,,
і,C-,---------n
свѣтітъ,V-,3spia----i
вьсѣмъ,Px,-p---md--i
іже,Pr,-p---mn--i
въ,R-,---------n
храмінѣ,Nb,-s---fl--i
сѫтъ,V-,3ppia----i
%%293592,,
тако,Df,---------n
да,Df,---------n
просвѣтітітъ,V-,3spia----i
сѧ,Pk,3s---qa--i
свѣтъ,Nb,-s---mn--i
вашь,Ps,2s---mn--i
прѣдъ,R-,---------n
чкъі,Nb,-p---ma--i
да,G-,---------n
оузьрѧтъ,V-,3ppia----i
дѣла,Nb,-p---na--i
ваша,Ps,2p---na--i
добраѣ,A-,-p---napwi
і,C-,---------n
прославѧтъ,V-,3ppia----i
оца,Nb,-s---mg--i
вашего,Ps,2s---mg--i
іжь,Pr,-s---mn--i
естъ,V-,3spia----i
на,R-,---------n
нбхъ,Nb,-p---nl--i
%%293593,,
не,Df,---------n
мніте,V-,2ppma----i
ѣко,G-,---------n
прідъ,V-,1saia----i
разорітъ,V-,---u--a--i
закона,Nb,-s---mg--i
лі,C-,---------n
пророкъ,Nb,-p---mg--i
%%293594,,
не,Df,---------n
прідъ,V-,1saia----i
разорітъ,V-,---u--a--i
нъ,C-,---------n
ісплънітъ,V-,---u--a--i
%%293595,,
амін,I-,---------n
амін,I-,---------n
глѭ,V-,1spia----i
вамъ,Pp,2p---pd--i
%%293596,,
доідеже,G-,---------n
прѣідетъ,V-,3spia----i
нбо,Nb,-s---nn--i
і,C-,---------n
землѣ,Nb,-s---fn--i
пісмѧ,Nb,-s---nn--i
едіно,Ma,-s---nn--i
лі,C-,---------n
едіна,Ma,-s---fn--i
чръта,Nb,-s---fn--i
не,Df,---------n
прѣідеть,V-,3spia----i
отъ,R-,---------n
закона,Nb,-s---mg--i
доідеже,G-,---------n
всѣ,Px,-p---nn--i
бѫдѫтъ,V-,3pfia----i
%%293597,,
іже,Pr,-s---mn--i
бо,Df,---------n
разорітъ,V-,3spia----i
едінѫ,Ma,-s---fa--i
заповѣдь,Nb,-s---fa--i
і,R-,---------n
сіхъ,Pd,-p---fg--i
малъіхъ,A-,-p---fgpwi
і,C-,---------n
наоучіть,V-,3spia----i
тако,Df,---------n
чкъі,Nb,-p---ma--i
мьніі,A-,-s---mnpti
наречетъ,V-,3spia----i
сѧ,Pk,3s---qa--i
въ,R-,---------n
црсі,Nb,-s---nl--i
нбсцѣмь,A-,-s---nlpwi
%%293598,,
а,C-,---------n
іжь,Pr,-s---mn--i
сътворітъ,V-,3spia----i
і,C-,---------n
наоучітъ,V-,3spia----i
сь,Pd,-s---mn--i
веліі,A-,-s---mnpti
наречетъ,V-,3spia----i
сѧ,Pk,3s---qa--i
въ,R-,---------n
црсі,Nb,-s---nl--i
нбсцѣмь,A-,-s---nlpwi
%%293599,,
глѭ,V-,1spia----i
бо,Df,---------n
вамъ,Pp,2p---pd--i
ѣко,G-,---------n
аште,G-,---------n
не,Df,---------n
ізбѫдетъ,V-,3spia----i
правъда,Nb,-s---fn--i
ваша,Ps,2s---fn--i
паче,Df,-------c-i
къніжьнікъ,Nb,-p---mg--i
і,C-,---------n
фарісеі,Nb,-p---mg--i
не,Df,---------n
імате,V-,2ppia----i
вьніті,V-,--pna----i
въ,R-,---------n
црсо,Nb,-s---na--i
нбское,A-,-s---napwi
%%293600,,
слъішасте,V-,2paia----i
ѣко,G-,---------n
речено,V-,-suppnn-si
бъістъ,V-,3saia----i
древьніімъ,A-,-p---mdpwi
%%293601,,
не,Df,---------n
оубіеші,V-,2spia----i
%%293602,,
іжь,Pr,-s---mn--i
бо,Df,---------n
оубіетъ,V-,3spia----i
повіненъ,A-,-s---mnpsi
естъ,V-,3spia----i
сѫдоу,Nb,-s---md--i
%%293603,,
азъ,Pp,1s---mn--i
же,Df,---------n
глѭ,V-,1spia----i
вамъ,Pp,2p---pd--i
ѣко,G-,---------n
гнѣваѧі,V-,-sppamn-wi
сѧ,Pk,3s---qa--i
на,R-,---------n
брата,Nb,-s---mg--i
своего,Pt,3s---mg--i
спъіті,Df,---------n
повіненъ,A-,-s---mnpsi
естъ,V-,3spia----i
сѫдоу,Nb,-s---md--i
%%293604,,
іжь,Pr,-s---mn--i
бо,Df,---------n
речетъ,V-,3spia----i
братоу,Nb,-s---md--i
своемоу,Pt,3s---md--i
ракка,F-,---------n
повіннъ,A-,-s---mnpsi
естъ,V-,3spia----i
сънъміштоу,Nb,-s---nd--i
%%293605,,
а,C-,---------n
іжь,Pr,-s---mn--i
речетъ,V-,3spia----i
боуе,A-,-s---mvpsi
повіненъ,A-,-s---mnpsi
естъ,V-,3spia----i
геонѣ,Nb,-s---fd--i
огньнѣі,A-,-s---fdpwi
%%293606,,
аште,G-,---------n
оубо,Df,---------n
прінесеші,V-,2spia----i
даръ,Nb,-s---ma--i
своі,Pt,3s---ma--i
къ,R-,---------n
олтарю,Nb,-s---md--i
і,C-,---------n
тоу,Df,---------n
помѣнеші,V-,2spia----i
ѣко,G-,---------n
бръ,Nb,-s---mn--i
твоі,Ps,2s---ma--i
іматъ,V-,3spia----i
нѣчто,Px,-s---na--i
на,R-,---------n
тѧ,Pp,2s---ma--i
оставі,V-,2spma----i
даръ,Nb,-s---ma--i
твоі,Ps,2s---ma--i
тоу,Df,---------n
прѣдъ,R-,---------n
олтаремь,Nb,-s---mi--i
і,C-,---------n
шедъ,V-,-supamn-si
прѣжде,Df,---------n
съмірі,V-,2spma----i
сѧ,Pk,3s---qa--i
съ,R-,---------n
бротомь,Nb,-s---mi--i
твоімь,Ps,2s---mi--i
%%293607,,
і,C-,---------n
тъгда,Df,---------n
прішьдъ,V-,-supamn-si
прінесі,V-,2spma----i
даръ,Nb,-s---ma--i
своі,Pt,3s---ma--i
%%293608,,
бѫді,V-,2spma----i
оувѣштаѧ,V-,-sppamn-si
сѧ,Pk,3s---qa--i
съ,R-,---------n
сѫпьрьмь,Nb,-s---mi--i
своімь,Pt,2s---mi--i
скоро,Df,-------p-i
доідеже,G-,---------n
есі,V-,2spia----i
на,R-,---------n
пѫті,Nb,-s---ml--i
съ,R-,---------n
німь,Pp,3s---mi--i
да,G-,---------n
не,Df,---------n
прѣдастъ,V-,3spia----i
тебе,Pp,2s---mg--i
сѫпьрь,Nb,-s---mn--i
сѫдіі,Nb,-s---md--i
і,C-,---------n
сѫдіі,Nb,-s---mn--i
тѧ,Pp,2s---ma--i
прѣдастъ,V-,3spia----i
слоузѣ,Nb,-s---md--i
і,C-,---------n
въ,R-,---------n
темьніцѫ,Nb,-s---fa--i
въвръжетъ,V-,3spia----i
тѧ,Pp,2s---ma--i
%%293609,,
амнь,I-,---------n
%%293610,,
глѭ,V-,1spia----i
ті,Pp,2s---md--i
%%293611,,
не,Df,---------n
ізідеші,V-,2spia----i
отътѫдѣ,Df,---------n
доньдеже,G-,---------n
въздасі,V-,2spia----i
послѣдьніі,A-,-s---mapwi
конъдратъ,Nb,-s---ma--i
%%293612,,
