сапогоу,Nb,сапогъ
рожденꙑ,V-,родити#1
отъ,R-,отъ
д҃ха,Nb,доухъ
отъвѣшта,V-,отъвѣщати
никодимъ,Ne,никодимъ
ꙇ,C-,и
рече,V-,рещи
емоу,Pp,и
како,Du,како
могѫтъ,V-,мощи
си,Pd,сь
бꙑти,V-,бꙑти
отъвѣшта,V-,отъвѣщати
и҃с,Ne,исоусъ
ꙇ,C-,и
рече,V-,рещи
емоу,Pp,и
тꙑ,Pp,тꙑ
еси,V-,бꙑти
оучител҄ь,Nb,оучитель
ꙇ҃левъ,A-,издраилѥвъ
ꙇ,C-,и
сихъ,Pd,сь
ли,Du,ли
не,Df,не
вѣси,V-,вѣдѣти
амин,I-,аминъ
амин,I-,аминъ
г҃лѭ,V-,глаголати
тебѣ,Pp,тꙑ
ѣко,G-,ꙗко
еже,Pr,иже
вѣмь,V-,вѣдѣти
г҃лемъ,V-,глаголати
ꙇ,C-,и
еже,Pr,иже
дастъ,V-,дати
въ,R-,въ
рѫцѣ,Nb,рѫка
его,Pp,и
вѣроуѩі,V-,вѣровати
въ,R-,въ
с҃на,Nb,сꙑнъ#1
ꙇматъ,V-,имѣти
животъ,Nb,животъ
вѣчьнꙑ,A-,вѣчьнъ
а,C-,а
ꙇже,Pr,иже
не,Df,не
вѣроуетъ,V-,вѣровати
въ,R-,въ
с҃на,Nb,сꙑнъ#1
не,Df,не
оузьритъ,V-,оузьрѣти
живота,Nb,животъ
нъ,C-,нъ
гнѣвъ,Nb,гнѣвъ
б҃жі,A-,божии
прѣбꙑваетъ,V-,прѣбꙑвати
на,R-,на
н҄емь,Pp,и
егда,Dq,ѥгда
же,Df,же
оуслꙑша,V-,оуслꙑшати
г҃ь,Nb,господь
ко,R-,къ
оуслꙑшашѧ,V-,оуслꙑшати
фарисеі,Nb,фарисеи
ѣко,G-,ꙗко
и҃с,Ne,исоусъ
множаꙇшѧ,A-,мъногъ
оученикꙑ,Nb,оученикъ
творитъ,V-,творити
ꙇ,C-,и
крьштаетъ,V-,крьщати
неже,Df,неже
ꙇоанъ,Ne,иоанъ
ꙇ҃с,Ne,исоусъ
самъ,Pd,самъ
не,Df,не
крьштааше,V-,крьщати
нъ,C-,нъ
оученици,Nb,оученикъ
его,Pp,и
остави,V-,оставити
ꙇюдеѫ,Ne,июдеꙗ
ꙇ,C-,и
иде,V-,ити
пакꙑ,Df,пакꙑ
въ,R-,въ
галилеѭ,Ne,галилеꙗ
достоѣше,V-,достоꙗти
емоу,Pp,и
проꙇти,V-,проити
сквозѣ,R-,сквозѣ
самариѭ,Ne,самариꙗ
Приде,V-,прити
же,Df,же
въ,R-,въ
градъ,Nb,градъ
самарьскъ,A-,самарьскъ
нарицаемъі,V-,нарицати
соухарь,Ne,undefined
ꙇскрь,R-,искрь
вьси,Px,вьсь
ѭже,Pr,иже
дастъ,V-,дати
ꙇѣковъ,Ne,иꙗковъ
ꙇосифоу,Ne,иосифъ
с҃ноу,Nb,сꙑнъ#1
своемоу,Pt,свои
бѣ,V-,бꙑти
же,Df,же
тоу,Df,тоу
кладѧзь,Nb,кладѧзь
ꙇѣковл҄ь,A-,иꙗковль
ꙇ҃с,Ne,исоусъ
же,Df,же
троуждь,V-,троудити
сѧ,Pk,себе
отъ,R-,отъ
пѫти,Nb,пѫть
сѣдѣаше,V-,сѣдѣти
тако,Df,тако
на,R-,на
кладѧзи,Nb,кладѧзь
часъ,Nb,часъ
бѣ,V-,бꙑти
ѣко,G-,ꙗко
шестꙑ,Mo,шестъ
приде,V-,прити
жена,Nb,жена
отъ,R-,отъ
самариѩ,Ne,самариꙗ
почрѣтъ,V-,почрѣти
водꙑ,Nb,вода
г҃ла,V-,глаголати
еи,Pp,и
ꙇ҃с,Ne,исоусъ
даждь,V-,дати
ми,Pp,азъ
пити,V-,пити
оученици,Nb,оученикъ
бо,Df,бо
его,Pp,и
ошьли,V-,отити
бѣахѫ,V-,бꙑти
въ,R-,въ
градъ,Nb,градъ
да,G-,да
брашьна,Nb,брашьно
коупѧтъ,V-,коупити
г҃ла,V-,глаголати
же,Df,же
емоу,Pp,и
жена,Nb,жена
самарѣнꙑн҄и,Nb,самарѣнꙑни
како,Du,како
тꙑ,Pp,тꙑ
ꙇюдеи,Nb,июдеи
сꙑ,V-,бꙑти
отъ,R-,отъ
мене,Pp,азъ
пити,V-,пити
просиши,V-,просити
женꙑ,Nb,жена
самарѣнꙑн҄ѧ,Nb,самарѣнꙑни
сѫштѧ,V-,бꙑти
не,Df,не
прикасаѭтъ,V-,прикасати
бо,Df,бо
сѧ,Pk,себе
ꙇюдеи,Nb,июдеи
самарѣнехъ,Nb,самарѣнинъ
отъвѣшта,V-,отъвѣщати
и҃с,Ne,исоусъ
ꙇ,C-,и
рече,V-,рещи
еі,Pp,и
аште,G-,аще
би,V-,бꙑти
вѣдѣла,V-,вѣдѣти
даръ,Nb,даръ
б҃жі,A-,божии
ꙇ,C-,и
къто,Pi,къто
естъ,V-,бꙑти
г҃лѧꙇ,V-,глаголати
ти,Pp,тꙑ
даждь,V-,дати
ми,Pp,азъ
пити,V-,пити
тꙑ,Pp,тꙑ
и,C-,и
просила,V-,просити
оу,R-,оу
него,Pp,и
ꙇ,C-,и
далъ,V-,дати
ти,Pp,тꙑ
би,V-,бꙑти
водѫ,Nb,вода
живѫ,V-,жити
г҃ла,V-,глаголати
емоу,Pp,и
жена,Nb,жена
г҃и,Nb,господь
ни,C-,ни
почръпальника,Nb,почрьпало
ꙇмаши,V-,имѣти
ꙇ,C-,и
кладѧѕь,Nb,кладѧзь
естъ,V-,бꙑти
глѫбокъ,A-,глѫбокъ
отъкѫдоу,Du,отъкѫдоу
оубо,Df,оубо
еси,V-,бꙑти
о҃ца,Nb,богъ
нашего,Ps,нашь
ꙇѣкова,Ne,иꙗковъ
ꙇже,Pr,иже
дастъ,V-,дати
намъ,Pp,мꙑ
кладѧзь,Nb,кладѧзь
ꙇ,C-,и
тъ,Pd,тъ
ꙇж,R-,из
него,Pp,и
питъ,V-,пити
ꙇ,C-,и
с҃нове,Nb,сꙑнъ#1
его,Pp,и
ꙇ,C-,и
скоти,Nb,скотъ
его,Pp,и
отъвѣшта,V-,отъвѣщати
и҃с,Ne,исоусъ
ꙇ,C-,и
рече,V-,рещи
еи,Pp,и
вьсѣкъ,A-,вьсꙗкъ
пиѩи,V-,пити
отъ,R-,отъ
водꙑ,Nb,вода
сеѩ,Pd,сь
вьждѩждетъ,V-,въждѧдати
сѧ,Pk,себе
пакꙑ,Df,пакꙑ
а,C-,а
ꙇже,Pr,иже
пиетъ,V-,пити
отъ,R-,отъ
водꙑ,Nb,вода
ѭже,Pr,иже
азъ,Pp,азъ
дамь,V-,дати
емоу,Pp,и
не,Df,не
ꙇматъ,V-,имѣти
въждѧдати,V-,въждѧдати
сѧ,Pk,себе
въ,R-,въ
вѣкъ,Nb,вѣкъ
нъ,C-,нъ
вода,Nb,вода
ѭже,Pr,иже
азъ,Pp,азъ
дамь,V-,дати
емоу,Pp,и
бѫдетъ,V-,бꙑти
вь,R-,въ
н҄емь,Pp,и
ꙇсточьникъ,Nb,источьникъ
водꙑ,Nb,вода
вьслѣплѫштѫѭ,V-,въслѣдовати
въ,R-,въ
животъ,Nb,животъ
вѣчьнꙑ,A-,вѣчьнъ
г҃ла,V-,глаголати
къ,R-,къ
н҄емоу,Pp,и
жена,Nb,жена
г҃и,Nb,господь
даждь,V-,дати
ми,Pp,азъ
сиѭ,Pd,сь
водѫ,Nb,вода
да,G-,да
ни,C-,ни
жѧждѫ,Nb,жѧжда
ни,C-,ни
прихождѫ,V-,приходити
сѣмо,Df,сѣмо
почръпатъ,V-,почрьпати
г҃ла,V-,глаголати
еи,Pp,и
ꙇ҃с,Ne,исоусъ
ꙇди,V-,ити
пригласи,V-,пригласити
мѫжа,Nb,мѫжь
своего,Pt,свои
ꙇ,C-,и
приди,V-,прити
сѣмо,Df,сѣмо
отъвѣшта,V-,отъвѣщати
жена,Nb,жена
ꙇ,C-,и
рече,V-,рещи
емоу,Pp,и
не,Df,не
ꙇмамь,V-,имѣти
мѫжа,Nb,мѫжь
г҃ла,V-,глаголати
еи,Pp,и
ꙇ҃с,Ne,исоусъ
добрѣ,Df,добрѣ
рече,V-,рещи
ѣко,G-,ꙗко
мѫжа,Nb,мѫжь
не,Df,не
ꙇмамь,V-,имѣти
пѧть,Ma,пѧть
бо,Df,бо
мѫжь,Nb,мѫжь
ꙇмѣла,V-,имѣти
еси,V-,бꙑти
ꙇ,C-,и
нꙑн҄ѣ,Df,нꙑнѣ
егоже,Pr,иже
ꙇмаши,V-,имѣти
нѣстъ,V-,не бꙑти
ти,Pp,тꙑ
мѫжь,Nb,мѫжь
се,Pd,сь
въ,R-,въ
ꙇстинѫ,Nb,истина
рече,V-,рещи
г҃ла,V-,глаголати
емоу,Pp,и
жена,Nb,жена
г҃и,Nb,господь
виждѫ,V-,видѣти
ѣко,G-,ꙗко
пророкъ,Nb,пророкъ
еси,V-,бꙑти
тꙑ,Pp,тꙑ
о҃ци,Nb,отьць
наши,Ps,нашь
въ,R-,въ
горѣ,Nb,гора
сеі,Pd,сь
поклонишѧ,V-,поклонити
сѧ,Pk,себе
ꙇ,C-,и
вꙑ,Pp,вꙑ
г҃лете,V-,глаголати
ѣко,G-,ꙗко
въ,R-,въ
е҃рмѣхъ,Nb,undefined
естъ,V-,бꙑти
мѣсто,Nb,мѣсто
ꙇдеже,Dq,идеже
клан҄ѣти,V-,кланꙗти
сѧ,Pk,себе
подобаетъ,V-,подобати
г҃ла,V-,глаголати
еі,Pp,и
и҃с,Ne,исоусъ
жено,Nb,жена
вѣрѫ,Nb,вѣра
ми,Pp,азъ
ꙇми,Pp,и
ѣко,Df,ꙗко#1
грѧдетъ,V-,грѧсти
часъ,Nb,часъ
егда,Dq,ѥгда
ни,C-,ни
горѣ,Nb,гора
сеі,Pd,сь
ни,C-,ни
въ,R-,въ
е҃рлмѣхъ,Nb,undefined
поклоните,V-,поклонити
сѧ,Pk,себе
о҃цю,Nb,отьць
д҃хомь,Nb,доухъ
ꙇ,C-,и
истиноѭ,Nb,истина
ꙇбо,Df,ибо
о҃ць,Nb,отьць
тацѣхъ,Pd,такъ
ꙇштетъ,V-,искати
клан҄ѣѭштихъ,V-,кланꙗти
сѧ,Pk,себе
емоу,Pp,и
д҃хъ,Nb,доухъ
бо,Df,бо
естъ,V-,бꙑти
б҃ъ,Nb,богъ
ꙇже,Pr,иже
клан҄ѣетъ,V-,кланꙗти
сѧ,Pk,себе
емоу,Pp,и
д҃хомь,Nb,доухъ
ꙇ,C-,и
истиноѭ,Nb,истина
достоꙇтъ,V-,достоꙗти
клан҄ѣти,V-,кланꙗти
сѧ,Pk,себе
г҃ла,V-,глаголати
емоу,Pp,и
жена,Nb,жена
вѣмь,V-,вѣдѣти
ѣко,G-,ꙗко
месиѣ,Ne,месиꙗ
придетъ,V-,прити
рекомꙑ,V-,рещи
х҃ъ,Ne,христ(ос)ъ
егда,Dq,ѥгда
тъ,Pd,тъ
придетъ,V-,прити
вьзвѣститъ,V-,възвѣстити
намъ,Pp,мꙑ
всѣ,Px,вьсь
г҃ла,V-,глаголати
еі,Pp,и
и҃с,Ne,исоусъ
азъ,Pp,азъ
есмь,V-,бꙑти
г҃лѧи,V-,глаголати
съ,R-,съ
тобоѭ,Pp,тꙑ
ꙇ,C-,и
тогдажде,Df,undefined
придѫ,V-,прити
оученици,Nb,оученикъ
его,Pp,и
ꙇ,C-,и
чюждаахѫ,V-,чоудити
сѧ,Pk,себе
ѣко,G-,ꙗко
съ,R-,съ
женоѭ,Nb,жена
г҃лааше,V-,глаголати
ꙇ,C-,и
никътоже,Px,никътоже
не,Df,не
рече,V-,рещи
чесо,Pi,чьто
ꙇштеши,V-,искати
ꙇли,C-,или
чьто,Pi,чьто
г҃леши,V-,глаголати
съ,R-,съ
н҄еѭ,Pp,и
остави,V-,оставити
же,Df,же
водоносъ,Nb,водоносъ
своі,Pt,свои
жена,Nb,жена
ꙇ,C-,и
иде,V-,ити
въ,R-,въ
градъ,Nb,градъ
ꙇ,C-,и
г҃ла,V-,глаголати
ч҃комъ,Nb,чловѣкъ
придѣте,V-,прити
ꙇ,C-,и
видите,V-,видѣти
ч҃ка,Nb,чловѣкъ
ꙇже,Pr,иже
рече,V-,рещи
ми,Pp,азъ
вьсѣ,Px,вьсь
елико,Pr,ѥликъ
сътворихъ,V-,сътворити
еда,Du,еда
тъ,Pd,тъ
естъ,V-,бꙑти
х҃ъ,Ne,христ(ос)ъ
Ꙇзидѫ,V-,изити
же,Df,же
ꙇз,R-,из
града,Nb,градъ
ꙇ,C-,и
грѧдѣахѫ,V-,грѧсти
къ,R-,къ
н҄емоу,Pp,и
междю,R-,междоу
же,Df,же
симь,Pd,сь
мол҄ѣахѫ,V-,молити
і,C-,и
оученици,Nb,оученикъ
его,Pp,и
г҃лѭште,V-,глаголати
равви,Nb,равви
ѣждь,V-,ꙗсти
онъ,Pd,онъ
же,Df,же
рече,V-,рещи
къ,R-,къ
н҄имъ,Pp,и
азъ,Pp,азъ
брашьно,Nb,брашьно
ꙇмамь,V-,имѣти
ѣсти,V-,ꙗсти
егоже,Pr,иже
вꙑ,Pp,вꙑ
не,Df,не
вѣсте,V-,вѣдѣти
г҃лахѫ,V-,глаголати
же,Df,же
оученици,Nb,оученикъ
къ,R-,къ
себѣ,Pk,себе
еда,Du,еда
къто,Pi,къто
принесе,V-,принести
емоу,Pp,и
ѣсти,V-,ꙗсти
г҃ла,V-,глаголати
ꙇмъ,Pp,и
и҃с,Ne,исоусъ
мое,Ps,мои
брашьно,Nb,брашьно
естъ,V-,бꙑти
да,G-,да
твор҄ѭ,V-,творити
вол҄ѭ,Nb,волꙗ
посълавъшаего,V-,посълати
мѧ,Pp,азъ
ꙇ,C-,и
съвръшѫ,V-,съврьшити
дѣло,Nb,дѣло
его,Pp,и
не,Df,не
вꙑ,Pp,вꙑ
ли,Du,ли
г҃лете,V-,глаголати
ѣко,G-,ꙗко
еште,Df,ѥще
четꙑре,Ma,четꙑрe
мѣсѧци,Nb,мѣсѧць
сѫтъ,V-,бꙑти
ꙇ,C-,и
жѧтва,Nb,жѧтва
придетъ,V-,прити
се,I-,се
г҃л҄ѭ,V-,глаголати
вамъ,Pp,вꙑ
вьзведѣте,V-,възвести
очи,Nb,око
ваши,Ps,вашь
ꙇ,C-,и
видите,V-,видѣти
н҄ивꙑ,Nb,нива
ѣко,G-,ꙗко
плавꙑ,A-,плавъ
сѫтъ,V-,бꙑти
къ,R-,къ
жѧтвѣ,Nb,жѧтва
юже,Df,оуже
ꙇ,C-,и
жьн҄ѧі,V-,жѧти
мьздѫ,Nb,мьзда
приемл҄етъ,V-,приимати
ꙇ,C-,и
събираетъ,V-,събирати
плодъ,Nb,плодъ
животънꙑ,A-,животьнъ
да,G-,да
сѣѩи,V-,сѣти
въ коупѣ,Df,въкоупѣ
радоуетъ,V-,радовати
сѧ,Pk,себе
ꙇ,C-,и
жьн҄ѧі,V-,жѧти
о,R-,о
семь,Pd,сь
бо,Df,бо
слово,Nb,слово
естъ,V-,бꙑти
ꙇстинъное,A-,истиньнъ
ѣко,G-,ꙗко
ꙇнъ,Px,инъ
естъ,V-,бꙑти
сѣѩи,V-,сѣти
ꙇ,C-,и
инъ,Px,инъ
естъ,V-,бꙑти
жьн҄ѧі,V-,жѧти
азъ,Pp,азъ
же,Df,же
посълахъ,V-,посълати
вꙑ,Pp,вꙑ
жѧтъ,V-,жѧти
ꙇдеже,Dq,идеже
вꙑ,Pp,вꙑ
не,Df,не
троудисте,V-,троудити
сѧ,Pk,себе
ꙇни,Px,инъ
троудишѧ,V-,троудити
сѧ,Pk,себе
ꙇ,C-,и
вꙑ,Pp,вꙑ
въ,R-,въ
троудъ,Nb,троудъ
ꙇхъ,Pp,и
вьнидете,V-,вънити
отъ,R-,отъ
града,Nb,градъ
же,Df,же
того,Pd,тъ
мънози,A-,мъногъ
вѣровашѧ,V-,вѣровати
вь,R-,въ
н҄его,Pp,и
отъ,R-,отъ
самарѣнъ,Nb,самарѣнинъ
за,R-,за
слово,Nb,слово
женѣ,Nb,жена
съвѣдѣтел҄ьствоуѭшти,V-,съвѣдѣтельствовати
ѣко,G-,ꙗко
рече,V-,рещи
ми,Pp,азъ
вьсѣ,Px,вьсь
елико,Pr,ѥликъ
сътворихъ,V-,сътворити
егда,Dq,ѥгда
же,Df,же
придѫ,V-,прити
къ,R-,къ
н҄емоу,Pp,и
самарѣне,Nb,самарѣнинъ
мол҄ѣахѫ,V-,молити
і,C-,и
да,G-,да
би,V-,бꙑти
прѣбꙑлъ,V-,прѣбꙑти
оу,R-,оу
н҄ихъ,Pp,и
ꙇ,C-,и
прѣбꙑстъ,V-,прѣбꙑти
тоу,Df,тоу
дъва,Ma,дъва
дьни,Nb,дьнь
ꙇ,C-,и
мъного,Df,мъного
паче,Df,паче
вѣровашѧ,V-,вѣровати
за,R-,за
слово,Nb,слово
его,Pp,и
женѣ,Nb,жена
г҃лаахѫ,V-,глаголати
ѣко,G-,ꙗко
юже,Df,оуже
не,Df,не
за,R-,за
твоѭ,Ps,твои
бесѣдѫ,Nb,бесѣда
вѣроуемъ,V-,вѣровати
сами,Pd,самъ
бо,Df,бо
слꙑшахомъ,V-,слꙑшати
ꙇ,C-,и
вѣмъ,V-,вѣдѣти
ѣко,G-,ꙗко
сь,Pd,сь
естъ,V-,бꙑти
въ,R-,въ
ꙇстинѫ,Nb,истина
