Кьнігъі|Nb|-p---fn--i|кьнігъі|10|кънигꙑ
А̄віѹ̄дъ|Nb|-s---mnpsi|авіоудъ|0|FIXME
же|Df|---------n|же|20|же
роді|V-|3saia----i|роді|1195|родити#1
е̄лиа̄кіма|Nb|-s---mg--i|еліакіма|0|FIXME
е̄лиа̄кимь|A-|-s---ni--i|еліакімь|2560|елиакимовъ
же|Df|---------n|же|20|же
роді|V-|3saia----i|роді|1195|родити#1
А̄зара|Ne|-s---mg--i|азара|5836|азариꙗ
А̄зарь|Nb|-p---mg--i|азарь|0|FIXME
же|Df|---------n|же|20|же
роді|V-|3saia----i|роді|1195|родити#1
садока|Nb|-s---mg--i|садока|1446|садъ
садокь|Nb|-s---mn--i|садокь|1446|садъ
же|Df|---------n|же|20|же
роді|V-|3saia----i|роді|1195|родити#1
а̄хі̄на|Nb|-s---mg--i|ахіна|0|FIXME
а̄хінъ|A-|-s---mn--i|ахінъ|0|FIXME
же|Df|---------n|же|20|же
р҃$о@ді|V-|3saia----i|роді|1195|родити#1
е̄лиѹ̄да|Ne|-s---mn--i|еліоуда|0|FIXME
е̄ліѹ̄дъ|Nb|-s---mnpsi|еліоудъ|0|FIXME
же|Df|---------n|же|20|же
роді|V-|3saia----i|роді|1195|родити#1
е̄ліе̄зора|Ne|-s---mg--i|еліезора|0|FIXME
Е̄ліе̄зоръ|Ne|-s---mn--i|еліезоръ|0|FIXME
же|Df|---------n|же|20|же
роді|V-|3saia----i|роді|1195|родити#1
мат҅т̄ана|Ne|-s---mg--i|маттана|1039|матътeи
матт̄анъ|V-|-s---mn--i|маттанъ|0|FIXME
же|Df|---------n|же|20|же
роді|V-|3saia----i|роді|1195|родити#1
ӣа̄кова|Ne|-s---mg--i|іакова|412|иꙗковъ
ӣа̄ковъ|Ne|-s---mn--i|іаковъ|412|иꙗковъ
же|Df|---------n|же|20|же
роді|V-|3saia----i|роді|1195|родити#1
ӣо̄сіфа|Ne|-s---mg--i|іосіфа|1389|иосифъ
мѫжа|Nb|-s---mg--i|мѫжа|70|мѫжь
мариӣна|A-|-s---ogpsi|марііна|2163|мариинъ
ӣз|R-|---------n|із|485|из
неѩ̄же|Pr|-s---fg--i|неѧже|96|иже
роді|V-|3saia----i|роді|1195|родити#1
сѧ|Pk|3s---qa--i|сѧ|21|себе
и҃̄съ|Ne|-s---mn--i|ісъ|343|исоусъ
наріцае̄мъи|V-|-spppmn-wi|наріцаемъі|68|нарицати
х҃ъ|Ne|-s---mn--i|хъ|305|христ(ос)ъ
Вьсѣхъ|Px|-p---mg--i|вьсѣхъ|54|вьсь
же|Df|---------n|же|20|же
родовъ|Nb|-p---mg--i|родовъ|57|родъ
ѡ$т@|R-|---------n|от|80|отъ
а̄враа̄ма|Ne|-s---mg--i|авраама|960|авраамъ
до|R-|---------n|до|187|до
д҃да|Nb|-s---mg--i|дда|0|FIXME
Родовъ|Nb|-p---mg--i|родовъ|57|родъ
г҃ꙇ҃|Nb|-s---mv--i|гі|342|господь
те|Pp|2s---ma--i|те|304|тꙑ
Ӣ|C-|---------n|і|13|и
ѡ$т@|R-|---------n|от|80|отъ
д҃да|Nb|-s---mg--i|дда|0|FIXME
до|R-|---------n|до|187|до
прѣселениѣ̄|Nb|-s---ng--i|прѣселеніѣ|3822|прѣселѥниѥ
вавілонс҅каа̄го|A-|-s---ngpwi|вавілонскааго|4262|вавѵлоньскъ
Родовъ|Nb|-p---mg--i|родовъ|57|родъ
г҃ꙇ҃|Nb|-s---mv--i|гі|342|господь
те|Pp|2s---ma--i|те|304|тꙑ
Ӣ|C-|---------n|і|13|и
ѡ$т@|R-|---------n|от|80|отъ
прѣселениѣ̄|Nb|-s---ng--i|прѣселеніѣ|3822|прѣселѥниѥ
вавилон̄с̄каа̄го|A-|-s---ngpwi|вавілонскааго|4262|вавѵлоньскъ
до|R-|---------n|до|187|до
х҃а|Ne|-s---mg--i|ха|305|христ(ос)ъ
Родовъ|Nb|-p---mg--i|родовъ|57|родъ
г҃ꙇ҃|Nb|-s---mv--i|гі|342|господь
те|Pp|---------n|те|304|тꙑ
И҃схво|A-|-s---nnpsi|ісхво|2043|исоухристосовъ
же|Df|---------n|же|20|же
р҃одство|Nb|-s---nn--i|родство|0|FIXME
сіце|Df|---------n|сіце|127|сице
бъі$с@|V-|3saia----i|бъіс|18|бꙑти
о̄брѫченѣ|V-|-suppfd-si|обрѫченѣ|2427|обрѫчити
бъивьші|V-|-supafd-si|бъівьші|18|бꙑти
матері|Nb|-s---fd--i|матері|1167|мати
е̄го|Pp|3s---mg--i|его|64|и
маріӣ|Ne|-s---fd--i|маріі|660|мариꙗ
Ӣо̄сіфові|Ne|-s---md--i|іосіфові|1389|иосифъ
прѣжде|Df|---------n|прѣжде|5|прѣжде
даже|G-|---------n|даже|1921|даже
не|Df|---------n|не|8|не
сьнѧсте|V-|2paia----i|сьнѧсте|2373|сънѧти
сѧ|Pk|3s---qa--i|сѧ|21|себе
О̄брѣте|V-|3saia----i|обрѣте|225|обрѣсти
сѧ|Pk|3s---qa--i|сѧ|21|себе
ӣмѫщі|V-|-sppafn-si|імѫшті|9|имѣти
въ|R-|---------n|въ|111|въ
чрѣвѣ|Nb|-s---nl--i|чрѣвѣ|1287|чрѣво
ѡ$т@|R-|---------n|от|80|отъ
д҃ха|Nb|-s---mg--i|дха|442|доухъ
с҃та|V-|-s---ogpsi|ста|1270|стати
и҃҅схво|A-|-s---nnpsi|ісхво|2043|исоухристосовъ
же|Df|---------n|же|20|же
р҃одство|Nb|-s---nn--i|родство|0|FIXME
сице|Df|---------n|сіце|127|сице
Ӣо̄сіфь|Ne|-s---mn--i|іосіфь|1389|иосифъ
же|Df|---------n|же|20|же
мѫжь|Nb|-s---mn--i|мѫжь|70|мѫжь
е̄ѩ̄|Pp|3s---fg--i|еѧ|64|и
правьденъ|A-|-s---mnpsi|правьденъ|71|правьдьнъ
съі|V-|-sppamn-si|съі|18|бꙑти
ӣ|C-|---------n|і|13|и
не|Df|---------n|не|8|не
хотѧ|V-|-sppamn-si|хотѧ|301|хотѣти
о̄блічіті|V-|--pna----i|облічіті|1564|обличити
е̄ѩ̄|Pp|3s---fg--i|еѧ|64|и
Въсх̄отѣ|V-|3saia----i|въсхотѣ|577|въсхотѣти
таӣ|Df|---------n|таі|3138|таи
пѹстіті|V-|--pna----i|поустіті|701|поустити
ѭ|Pp|3s---fa--i|ѭ|64|и
Се|Pd|---------n|се|47|сь
же|Df|---------n|же|20|же
е̄мѹ|Pp|3s---md--i|емоу|64|и
ѹ̄мъішльшѹ|V-|-supamd-si|оумъішльшоу|792|оумꙑти
се|I-|---------n|се|419|се
а҃̄нꙉлъ|Nb|-s---mn--i|англъ|159|ангелъ
г҃нь|A-|-s---mnpsi|гнь|1671|господьнь
вь|R-|---------n|вь|111|въ
сьнѣ|Nb|-s---ml--i|сьнѣ|1974|сънъ
ѣ̄ви|V-|3saia----i|ѣві|358|авити
сѧ|Pk|3s---qa--i|сѧ|21|себе
е̄мѹ|Pp|3s---md--i|емоу|64|и
г҃лѩ|V-|-sppamn-si|глѧ|102|глаголати
Ӣо̄сіфе|Ne|-s---mv--i|іосіфе|1389|иосифъ
с҃не|Nb|-s---mv--i|сне|341|сꙑнъ#1
д҃двъ|A-|-s---mvpsi|ддвъ|0|FIXME
не|Df|---------n|не|8|не
ѹ̄боӣ|V-|2spma----i|оубоі|1153|оубоꙗти
сѧ|Pk|3s---qa--i|сѧ|21|себе
пріѩ̄ті|V-|--pna----i|пріѧті|165|приѩти
женъі|Nb|-s---fg--i|женъі|690|жена
твое̄ѩ̄|Ps|2s---fg--i|твоеѧ|307|твои
м̄ар̄іѩ̄|Ne|-s---fg--i|маріѧ|660|мариꙗ
сѫштее̄|V-|-sppana-wi|сѫштее|18|бꙑти
бо|Df|---------n|бо|94|бо
вь|R-|---------n|вь|111|въ
неӣ|Pp|3s---fl--i|неі|64|и
Ѡ$т@|R-|---------n|от|80|отъ
д҃ха|Nb|-s---mg--i|дха|442|доухъ
с҃та|V-|-s---mgpsi|ста|1270|стати
е̄стъ|V-|3spia----i|естъ|18|бꙑти
Родіт|V-|3spia----i|родіт|1559|родити#2
же|Df|---------n|же|20|же
с҃на|Nb|-s---mg--i|сна|341|сꙑнъ#1
Ӣ|C-|---------n|і|13|и
наречеші|V-|2spia----i|наречеші|311|нарещи
ӣмѧ|Nb|-s---na--i|імѧ|441|имѧ
е̄мѹ|Pp|3s---md--i|емоу|64|и
и҃̄съ|Ne|-s---mn--i|ісъ|343|исоусъ
тъ|Pd|-s---mn--i|тъ|105|тъ
бо|Df|---------n|бо|94|бо
с҃псетъ|V-|3spia----i|спсетъ|508|съпасти#1
люді|Nb|-p---ma--i|люді|563|людиѥ
своѩ̄|Pt|3p---pa--i|своѧ|217|свои
о̄ть|R-|---------n|оть|80|отъ
грѣхъ|Nb|-p---mg--i|грѣхъ|406|грѣхъ
ӣхъ|Pp|3p---mg--i|іхъ|64|и
Се|Pd|-s---na--i|се|47|сь
же|Df|---------n|же|20|же
вьсе|Px|-s---na--i|вьсе|54|вьсь
бъі$с@|V-|3saia----i|бъіс|18|бꙑти
да|G-|---------n|да|366|да
събѫдет|V-|3sfia----i|събѫдет|977|събꙑти
сѧ|Pk|3s---qa--i|сѧ|21|себе
реченое̄|V-|-suppnn-wi|реченое|106|рещи
о̄тъ|R-|---------n|отъ|80|отъ
г҃а|Nb|-s---mg--i|га|342|господь
исаӣе̄м|Nb|-supamn-si|ісаіем|0|FIXME
п҃рркмъ|Nb|-p---md--i|прркмъ|0|FIXME
г҃лщемъ|V-|-pppamd-si|глштемъ|102|глаголати
Се|I-|3s---qa--i|се|419|се
дѣва|Nb|-s---fn--i|дѣва|663|дѣва
въ|R-|---------n|въ|111|въ
чрѣвѣ|Nb|-s---nl--i|чрѣвѣ|1287|чрѣво
приӣметъ|V-|3spia----i|прііметъ|165|приѩти
ӣ|C-|---------n|і|13|и
родітъ|V-|3spia----i|родітъ|1195|родити#1
с҃на|Nb|-s---mg--i|сна|341|сꙑнъ#1
ӣ|C-|---------n|і|13|и
нарекѫтъ|V-|3ppia----i|нарекѫтъ|311|нарещи
ӣмѧ|Nb|-s---na--i|імѧ|441|имѧ
е̄мѹ|Pp|3s---md--i|емоу|64|и
е̄нм̄анѹӣль|Ne|-s---mn--i|енманоуіль|0|FIXME
Е̄же|Pr|-s---nn--i|еже|96|иже
е̄стъ|V-|3spia----i|естъ|18|бꙑти
ськазае̄мо|V-|-spppnn-si|ськазаемо|97|съказати
сь|R-|---------n|сь|92|съ
нами|Pp|1p---pi--i|намі|167|мꙑ
б҃ъ|Nb|-s---mn--i|бъ|34|богъ
Въставъ|V-|-supamn-si|въставъ|972|въстати
же|Df|---------n|же|20|же
ӣо̄сіфь|Ne|-s---mn--i|іосіфь|1389|иосифъ
о̄тъ|R-|---------n|отъ|80|отъ
сьна|Nb|-s---mg--i|сьна|1974|сънъ
сьтворі|V-|3saia----i|сьтворі|73|сътворити
ѣ̄коже|Dq|---------n|ѣкоже|88|ꙗкоже
повелѣ|V-|3saia----i|повелѣ|169|повелѣти
е̄мѹ|Pp|3s---md--i|емоу|64|и
а҃̄нꙉлъ|Nb|-s---mn--i|англъ|159|ангелъ
ӣ|C-|---------n|і|13|и
приѩ̄тъ|V-|3saia----i|пріѧтъ|165|приѩти
женѫ|Nb|-s---fa--i|женѫ|690|жена
св$о@ѭ̄|Pt|3s---fa--i|своѭ|217|свои
ӣ|C-|---------n|і|13|и
не|Df|---------n|не|8|не
знаа̄ше|V-|3siia----i|знааше|904|знати
е̄ѩ̄|Pp|3s---fg--i|еѧ|64|и
донд̄еже|G-|---------n|дондеже|674|доньде
роді|V-|3saia----i|роді|1195|родити#1
с҃нъ|Nb|-s---ma--i|снъ|341|сꙑнъ#1
своӣ|Pt|3s---ma--i|своі|217|свои
пръвѣнець|Nb|-s---ma--i|пръвѣнець|2471|прьвѣньць
и|C-|---------n|і|13|и
нарече|V-|3saia----i|нарече|311|нарещи
ӣмѧ|Nb|-s---na--i|імѧ|441|имѧ
е̄мѹ|Pp|3s---md--i|емоу|64|и
и҃̄съ|Ne|-s---mn--i|ісъ|343|исоусъ
ӣ|C-|---------n|і|13|и
наре$ч@|Ma|---------n|нареч|0|FIXME
имѧ|Nb|-s---na--i|імѧ|441|имѧ
ем$ѹ@|Pp|3s---md--i|емоу|64|и
и҃̄съ|Ne|-s---mn--i|ісъ|343|исоусъ
и҃҅сѹ|Ne|-s---md--i|ісоу|343|исоусъ
рождьшю|V-|-supamd-si|рождьшоу|1195|родити#1
сѧ|Pk|3s---qa--i|сѧ|21|себе
въ|R-|---------n|въ|111|въ
віѳл҅ео̄ми|Nb|---------n|віѳлеомі|0|FIXME
ӣю̄деистѣмь|A-|-s---ml--i|іюдеістѣмь|1584|июдеискъ
Въ|R-|---------n|въ|111|въ
дьні|Nb|-p---ma--i|дьні|522|дьнь
ӣрода|Ne|-s---mg--i|ірода|1393|иродъ
ц҃рѣ|Nb|-s---mg--i|црѣ|275|цѣсарь
Се|Pd|---------n|се|47|сь
влъсві|Nb|-p---mn--i|влъсві|4590|влъхвъ
о̄тъ|R-|---------n|отъ|80|отъ
въстокь|Nb|-p---mg--i|въстокь|957|въстокъ
Прідѫ|V-|3paia----i|прідѫ|221|прити
въ|R-|---------n|въ|111|въ
ӣе̄р$л@мъ|Ne|-s---ma--i|іерлмъ|714|иѥроусалимъ
г҃лште|V-|-pppamn-si|глште|102|глаголати
Кьде|Du|---------n|кьде|990|къде
е̄стъ|V-|3spia----i|естъ|18|бꙑти
рождеӣ|V-|-supamn-wi|рождеі|1195|родити#1
сѧ|Pk|3s---qa--i|сѧ|21|себе
ц҃рь|Nb|-s---mn--i|црь|275|цѣсарь
и҅ю̄деӣскь|A-|-s---mnpsi|іюдеіскь|1584|июдеискъ
Видѣхомъ|V-|1paia----i|відѣхомъ|478|видѣти
бо|Df|---------n|бо|94|бо
ѕв҅ѣздѫ|Nb|-s---fa--i|звѣздѫ|1850|ѕвѣзда
е̄го|Pp|3s---mg--i|его|64|и
на|R-|---------n|на|117|на
вьстоцѣ|Nb|-s---ml--i|вьстоцѣ|957|въстокъ
ӣ|C-|---------n|і|13|и
прідомъ|V-|1paia----i|прідомъ|221|прити
поклонітъ|V-|3spia----i|поклонітъ|1431|поклонити
сѧ|Pk|3s---qa--i|сѧ|21|себе
е̄мѹ|Pp|3s---md--i|емоу|64|и
Слъішавъ|V-|-supamn-si|слъішавъ|686|слꙑшати
же|Df|---------n|же|20|же
ӣродъ|Ne|-s---mn--i|іродъ|1393|иродъ
ц҃рь|Nb|-s---mn--i|црь|275|цѣсарь
сьмѧте|V-|3saia----i|сьмѧте|1092|съмѧсти
сѧ|Pk|3s---qa--i|сѧ|21|себе
ӣ|C-|---------n|і|13|и
весь|Px|-s---ma--i|весь|54|вьсь
ӣе̄р̄с$л@мъ|Ne|-s---ma--i|іерслмъ|714|иѥроусалимъ
съ|R-|---------n|съ|92|съ
німъ|Pp|3s---mi--i|німъ|64|и
ӣ|C-|---------n|і|13|и
събьравъ|V-|-supamn-si|събьравъ|233|събьрати
вьсѧ|Px|-p---ma--i|вьсѧ|54|вьсь
а̄рх̄ие̄ре̄ѩ̄|Nb|-p---ma--i|архіереѧ|940|архиереи
ӣ|C-|---------n|і|13|и
кьніжьникъі|Nb|-p---ma--i|кьніжьнікъі|925|кънижьникъ
людьскъіѩ̄|A-|-p---mapwi|людьскъіѧ|1690|людьскъ
въпрашаа̄ше|V-|3siia----i|въпрашааше|1502|въпрашати
ѩ̄|Pp|3p---ma--i|ѧ|64|и
кьде|Du|---------n|кьде|990|къде
х҃ъ|Ne|-s---mn--i|хъ|305|христ(ос)ъ
раждае̄тъ|V-|3spia----i|раждаетъ|3212|раждати
сѧ|Pk|3s---qa--i|сѧ|21|себе
о̄ни|Pd|-p---mn--i|оні|83|онъ
же|Df|---------n|же|20|же
рѣшѧ|V-|3paia----i|рѣшѧ|106|рещи
е̄мѹ|Pp|3s---md--i|емоу|64|и
въ|R-|---------n|въ|111|въ
віѳлео̄ми|Nb|3saia----i|віѳлеомі|0|FIXME
ӣю̄деӣстѣӣ|A-|-s---fdpwi|іюдеістѣі|1584|июдеискъ
Тако|Df|---------n|тако|48|тако
бо|Df|---------n|бо|94|бо
пісано|V-|-suppnn-si|пісано|32|пьсати
е̄стъ|V-|3spia----i|естъ|18|бꙑти
ӣ|C-|---------n|і|13|и
тъі|Pp|2s---mn--i|тъі|304|тꙑ
віѳлее̄ме|V-|-s---mv--i|віѳлееме|0|FIXME
зем$л@е|Nb|-s---fg--i|земле|210|землꙗ
ӣю̄дова|A-|3saia----i|іюдова|2439|июдовъ
Нічімъ|V-|1ppma----i|нічімъ|0|FIXME
же|Df|---------n|же|20|же
меньші|V-|-s---mncwi|меньші|0|FIXME
е̄сі|V-|2spia----i|есі|18|бꙑти
вь|R-|---------n|вь|111|въ
в҃лдкахъ|Nb|-p---fl--i|влдкахъ|402|владꙑка
ӣю̄довахъ|V-|-p---flpsi|іюдовахъ|0|FIXME
и҅с|Ne|-s---mn--i|іс|343|исоусъ
тебе|Pp|2s---mg--i|тебе|304|тꙑ
бо|Df|---------n|бо|94|бо
ӣзідетъ|V-|3spia----i|ізідетъ|681|изити
вождъ|Nb|-s---mn--i|вождъ|1449|вождь
ꙇ̄же|Pr|-s---mn--i|іже|96|иже
ѹ̄пасетъ|V-|3spia----i|оупасетъ|3266|оупасти
люді|Nb|-p---ma--i|люді|563|людиѥ
своѩ̄|Pt|3p---ma--i|своѧ|217|свои
и҃҅лѣ|Ne|-s---mg--i|ілѣ|312|издраиль
Тогда|Df|---------n|тогда|670|тъгда
ӣродъ|Ne|-s---mn--i|іродъ|1393|иродъ
таӣ|Df|---------n|таі|3138|таи
призьвавъ|V-|-supamn-si|прізьвавъ|597|призъвати
вльх̄въи|Nb|-p---mi--i|вльхвъі|4590|влъхвъ
ӣсп҅ъіта|V-|3saia----i|іспъіта|1127|испꙑтати
ѡ$т@|R-|---------n|от|80|отъ
ніхъ|Pp|3p---ml--i|ніхъ|64|и
врѣмѧ|Nb|-s---nn--i|врѣмѧ|268|врѣмѧ
ѣ̄вльшѧѩ̄|A-|-s---fgcwi|ѣвльшѧѧ|0|FIXME
сѧ|Pk|3s---qa--i|сѧ|21|себе
ѕв̄ѣздъі|Nb|-p---fn--i|звѣздъі|1850|ѕвѣзда
Ӣ|C-|---------n|і|13|и
посьлавь|V-|-supamn-si|посьлавь|63|посълати
ѩ̄|Pp|3p---ma--i|ѧ|64|и
въ|R-|---------n|въ|111|въ
віѳлео̄мъ|Nb|-p---md--i|віѳлеомъ|0|FIXME
рече|V-|3saia----i|рече|106|рещи
шедьше|V-|-pupamn-si|шедьше|668|ити
ӣспъітаӣте|V-|2ppma----i|іспъітаіте|1127|испꙑтати
ӣзвѣстъно|A-|-s---nnpsi|ізвѣстъно|2973|извѣстьнъ
о̄|R-|---------n|о|1|о
о̄трочѧті|V-|--pna----i|отрочѧті|0|FIXME
ӣ|C-|---------n|і|13|и
е̄гд̄а|Dq|---------n|егда|300|ѥгда
о̄брѧштете|V-|2ppia----i|обрѧштете|225|обрѣсти
вьзвѣстите|V-|2ppma----i|вьзвѣстіте|1022|възвѣстити
мі|Pp|1s---md--i|мі|439|азъ
да|G-|---------n|да|366|да
ӣ|Df|---------n|і|91|и
а̄зь|Pp|1s---mn--i|азь|439|азъ
